1	69.6757	119.7321
2	47.5914	96.3102
4	37.5251	74.254
8	42.3812	86.1567
16	46.6918	96.4557


1	169.8401	198.1703
2	93.1841	118.7938
4	56.5262	78.0479
8	38.5347	60.1852
16	22.5563	36.7382


1	183.8417	
2	106.7736	150.9671
4	75.9914	109.7253
8	57.5939	88.6763
16	40.2098	58.6597

